,ID_Sample,Sample Name,ID_Analyses,geographic location (longitude),"geographic location (country and/or sea,region)",environment (biome),environment (feature),environment (material),environmental package,elevation,geographic location (latitude),instrument model,ENA checklist,last update date,host,host scientific name
367,ERS1300991,rhizosphere W106 MS00362,MGYA00262003,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
368,ERS1300992,rhizosphere W106 MS00363,MGYA00262004,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
369,ERS1300993,rhizosphere W106 MS00364,MGYA00262005,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
370,ERS1300994,rhizosphere W106 MS00365,MGYA00262006,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
371,ERS1300995,rhizosphere W106 MS00366,MGYA00262007,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
372,ERS1300996,rhizosphere W106 MS00367,MGYA00262008,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
373,ERS1300997,rhizosphere W106 MS00368,MGYA00262009,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
374,ERS1300998,rhizosphere W106 MS00369,MGYA00262010,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
375,ERS1300999,rhizosphere W106 MS00370,MGYA00262011,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
376,ERS1301000,rhizosphere W1514 MS00371,MGYA00262012,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
377,ERS1301001,rhizosphere W1514 MS00372,MGYA00262013,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
378,ERS1301002,rhizosphere W1514 MS00373,MGYA00262014,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
379,ERS1301003,rhizosphere W1514 MS00374,MGYA00262015,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
380,ERS1301004,rhizosphere W1514 MS00375,MGYA00262016,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
381,ERS1301005,rhizosphere W1514 MS00376,MGYA00262017,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
382,ERS1301006,rhizosphere W1514 MS00377,MGYA00262018,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
383,ERS1301007,rhizosphere W1514 MS00378,MGYA00262019,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
384,ERS1301008,rhizosphere W1514 MS00379,MGYA00262020,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
385,ERS1301009,rhizosphere W1514 MS00380,MGYA00262021,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
386,ERS1301010,rhizosphere Nipponbare MS00381,MGYA00262022,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
387,ERS1301011,rhizosphere Nipponbare MS00382,MGYA00262023,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
388,ERS1301012,rhizosphere Nipponbare MS00383,MGYA00262024,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
389,ERS1301013,rhizosphere Nipponbare MS00384,MGYA00262025,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
390,ERS1301014,rhizosphere Nipponbare MS00385,MGYA00262026,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
391,ERS1301015,rhizosphere Nipponbare MS00386,MGYA00262027,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
392,ERS1301016,rhizosphere Nipponbare MS00387,MGYA00262028,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
393,ERS1301017,rhizosphere Nipponbare MS00388,MGYA00262029,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
394,ERS1301018,rhizosphere Nipponbare MS00389,MGYA00262030,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
395,ERS1301019,rhizosphere Nipponbare MS00390,MGYA00262031,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
396,ERS1301020,rhizosphere Nipponbare MS00391,MGYA00262032,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
397,ERS1301021,rhizosphere Nipponbare MS00392,MGYA00262033,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
398,ERS1301022,rhizosphere Nipponbare MS00393,MGYA00262034,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
399,ERS1301023,rhizosphere Nipponbare MS00394,MGYA00262035,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
400,ERS1301024,rhizosphere Nipponbare MS00395,MGYA00262036,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
401,ERS1301025,rhizosphere Nipponbare MS00396,MGYA00262037,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
402,ERS1301026,rhizosphere Nipponbare MS00397,MGYA00262038,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
403,ERS1301027,rhizosphere Nipponbare MS00398,MGYA00262039,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
404,ERS1301028,rhizosphere Nipponbare MS00399,MGYA00262040,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
405,ERS1301029,rhizosphere Nipponbare MS00400,MGYA00262041,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
406,ERS1301030,rhizosphere 93-11 MS00401,MGYA00262042,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
407,ERS1301031,rhizosphere 93-11 MS00402,MGYA00262043,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
408,ERS1301032,rhizosphere 93-11 MS00403,MGYA00262044,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
409,ERS1301033,rhizosphere 93-11 MS00404,MGYA00262045,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
410,ERS1301034,rhizosphere 93-11 MS00405,MGYA00262046,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
411,ERS1301035,rhizosphere 93-11 MS00406,MGYA00262047,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
412,ERS1301036,rhizosphere 93-11 MS00407,MGYA00262048,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
413,ERS1301037,rhizosphere 93-11 MS00408,MGYA00262049,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
414,ERS1301038,rhizosphere 93-11 MS00409,MGYA00262050,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
415,ERS1301039,rhizosphere 93-11 MS00410,MGYA00262051,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
416,ERS1301040,rhizosphere kasalath MS00411,MGYA00262052,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
417,ERS1301041,rhizosphere kasalath MS00412,MGYA00262053,138.937,Japan;GAZ:Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
418,ERS1301042,rhizosphere kasalath MS00413,MGYA00262054,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
419,ERS1301043,rhizosphere kasalath MS00414,MGYA00262055,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
420,ERS1301044,rhizosphere kasalath MS00415,MGYA00262056,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
421,ERS1301045,rhizosphere kasalath MS00416,MGYA00262057,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
422,ERS1301046,rhizosphere kasalath MS00417,MGYA00262058,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
423,ERS1301047,rhizosphere kasalath MS00418,MGYA00262059,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
424,ERS1301048,rhizosphere kasalath MS00419,MGYA00262060,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
425,ERS1301049,rhizosphere kasalath MS00420,MGYA00262061,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
426,ERS1301050,rhizosphere W106 MS00421,MGYA00262062,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
427,ERS1301051,rhizosphere W106 MS00422,MGYA00262063,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
428,ERS1301052,rhizosphere W106 MS00423,MGYA00262064,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
429,ERS1301053,rhizosphere W106 MS00424,MGYA00262065,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
430,ERS1301054,rhizosphere W106 MS00425,MGYA00262066,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
431,ERS1301055,rhizosphere W106 MS00426,MGYA00262067,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
432,ERS1301056,rhizosphere W106 MS00427,MGYA00262068,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
433,ERS1301057,rhizosphere W106 MS00428,MGYA00262069,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
434,ERS1301058,rhizosphere W106 MS00429,MGYA00262070,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
435,ERS1301059,rhizosphere W106 MS00430,MGYA00262071,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
436,ERS1301060,rhizosphere W1514 MS00431,MGYA00262072,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
437,ERS1301061,rhizosphere W1514 MS00432,MGYA00262073,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
438,ERS1301062,rhizosphere W1514 MS00433,MGYA00262074,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
439,ERS1301063,rhizosphere W1514 MS00434,MGYA00262075,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
440,ERS1301064,rhizosphere W1514 MS00435,MGYA00262076,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
441,ERS1301065,rhizosphere W1514 MS00436,MGYA00262077,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
442,ERS1301066,rhizosphere W1514 MS00437,MGYA00262078,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
443,ERS1301067,rhizosphere W1514 MS00438,MGYA00262079,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
444,ERS1301068,rhizosphere W1514 MS00439,MGYA00262080,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
445,ERS1301069,rhizosphere W1514 MS00440,MGYA00262081,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
446,ERS1301070,rhizosphere Nipponbare MS00441,MGYA00262082,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
447,ERS1301071,rhizosphere Nipponbare MS00442,MGYA00262083,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
448,ERS1301072,rhizosphere Nipponbare MS00443,MGYA00262084,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
449,ERS1301073,rhizosphere Nipponbare MS00444,MGYA00262085,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
450,ERS1301074,rhizosphere Nipponbare MS00445,MGYA00262086,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
451,ERS1301075,rhizosphere Nipponbare MS00446,MGYA00262087,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
452,ERS1301076,rhizosphere Nipponbare MS00447,MGYA00262088,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
453,ERS1301077,rhizosphere Nipponbare MS00448,MGYA00262089,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
454,ERS1301078,rhizosphere Nipponbare MS00449,MGYA00262090,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
455,ERS1301079,rhizosphere Nipponbare MS00450,MGYA00262091,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
456,ERS1301080,rhizosphere Nipponbare MS00451,MGYA00262092,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
457,ERS1301081,rhizosphere Nipponbare MS00452,MGYA00262093,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
458,ERS1301082,rhizosphere Nipponbare MS00453,MGYA00262094,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
459,ERS1301083,rhizosphere Nipponbare MS00454,MGYA00262095,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
460,ERS1301084,rhizosphere Nipponbare MS00455,MGYA00262096,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
461,ERS1301085,rhizosphere Nipponbare MS00456,MGYA00262097,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
462,ERS1301086,rhizosphere Nipponbare MS00457,MGYA00262098,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
463,ERS1301087,rhizosphere Nipponbare MS00458,MGYA00262099,138.937,Japan;GAZ:Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
464,ERS1301088,rhizosphere Nipponbare MS00459,MGYA00262100,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
465,ERS1301089,rhizosphere Nipponbare MS00460,MGYA00262101,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
466,ERS1301090,rhizosphere 93-11 MS00461,MGYA00262102,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
467,ERS1301091,rhizosphere 93-11 MS00462,MGYA00262103,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
468,ERS1301092,rhizosphere 93-11 MS00463,MGYA00262104,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
469,ERS1301093,rhizosphere 93-11 MS00464,MGYA00262105,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
470,ERS1301094,rhizosphere 93-11 MS00465,MGYA00262106,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
471,ERS1301095,rhizosphere 93-11 MS00466,MGYA00262107,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
472,ERS1301096,rhizosphere 93-11 MS00467,MGYA00262108,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
473,ERS1301097,rhizosphere 93-11 MS00468,MGYA00262109,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
474,ERS1301098,rhizosphere 93-11 MS00469,MGYA00262110,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
475,ERS1301099,rhizosphere 93-11 MS00470,MGYA00262111,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
476,ERS1301100,rhizosphere kasalath MS00471,MGYA00262112,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
477,ERS1301101,rhizosphere kasalath MS00472,MGYA00262113,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
478,ERS1301102,rhizosphere kasalath MS00473,MGYA00262114,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
479,ERS1301103,rhizosphere kasalath MS00474,MGYA00262115,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
480,ERS1301104,rhizosphere kasalath MS00475,MGYA00262116,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
481,ERS1301105,rhizosphere kasalath MS00476,MGYA00262117,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
482,ERS1301106,rhizosphere kasalath MS00477,MGYA00262118,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
483,ERS1301107,rhizosphere kasalath MS00478,MGYA00262119,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
484,ERS1301108,rhizosphere kasalath MS00479,MGYA00262120,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
485,ERS1301109,rhizosphere kasalath MS00480,MGYA00262121,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
486,ERS1301110,rhizosphere W106 MS00481,MGYA00262122,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
487,ERS1301111,rhizosphere W106 MS00482,MGYA00262123,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
488,ERS1301112,rhizosphere W106 MS00483,MGYA00262124,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
489,ERS1301113,rhizosphere W106 MS00484,MGYA00262125,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
